,0
153,1.1817775965674096e-84
154,3.95435606960623e-88
155,5.8630355007979264e-86
156,2.36476799445899e-90
157,2.7875654539401053e-88
158,3.3269834321263297e-88
159,9.533952411888357e-90
160,3.0056601426362737e-87
161,5.788132410551015e-88
162,2.6998628251004527e-89
163,4.47776011779739e-87
164,2.920514305978566e-79
165,2.0116450750386388e-86
166,1.36024983970332e-87
167,1.3873927316632321e-70
168,4.1199631002391525e-88
169,4.717328370764171e-88
170,1.2352944207265674e-88
171,8.631382158716474e-90
172,1.0057473752372394e-86
173,8.098657100886793e-89
174,2.6607888516943946e-88
175,2.256394814066206e-88
176,1.4664690192836483e-89
177,1.1901085157729533e-87
178,3.0000436448985885e-89
179,1.4375757187604816e-87
180,1.5993539046829351e-83
181,2.620170946501241e-84
182,1.208266871580134e-87
183,1.3232827829487658e-86
184,1.206500123771287e-81
185,2.9135467470825245e-87
186,1.6894154345919855e-89
187,5.290656275958955e-87
188,5.170873222103883e-86
189,3.373281769407492e-82
190,5.114048460769316e-87
191,2.4123134010068e-89
192,4.706460096871977e-88
193,5.52584953118682e-88
194,6.976003407868438e-89
195,3.6629850864376213e-87
196,2.579707754534125e-87
197,2.1268638241982492e-86
198,2.470042965939205e-88
199,2.1315863271607515e-87
200,7.092642338710546e-74
201,2.6173798622447806e-85
202,3.578093641319006e-85
203,7.185953001866055e-89
204,3.4213225147852937e-90
205,2.0846401216555665e-84
206,6.0312406148953314e-89
207,1.871970555402947e-89
208,1.1344943802345634e-88
209,1.0744943333193359e-88
210,5.800507450112226e-88
211,3.298817992511057e-89
212,2.2216962801604726e-88
213,1.7105584869363921e-87
214,5.664626788599976e-89
215,3.855050611951337e-88
216,1.1990617563598274e-86
217,3.803338959239758e-88
218,7.525058657177734e-84
219,2.348477856407742e-87
220,1.3154366701901668e-87
221,6.24891788543477e-88
222,6.0414577749696235e-87
223,2.4442861393957393e-88
224,9.640785696533037e-89
225,3.567734544608169e-89
226,1.7283795237418792e-88
227,1.045359738131046e-89
228,3.9065483777375463e-88
229,1.7129233972484483e-88
230,4.621788339071439e-86
231,1.495000650075764e-88
232,2.706074783711987e-87
233,5.3352924738777505e-89
234,4.549845184954552e-89
235,3.804902832581274e-89
236,6.265281607012095e-88
237,1.2401577122357721e-89
238,2.801248505216646e-88
239,1.6388329989165143e-89
240,7.850669795534514e-81
241,2.2781591527534643e-86
242,5.162141361250276e-90
243,5.36019957565855e-89
244,1.5697648917493575e-87
245,2.1775172834601162e-89
246,8.61495725861169e-89
247,2.907640674226084e-89
248,4.662963609886202e-86
249,5.936465893251029e-90
250,6.607132980364163e-88
251,7.342748105412775e-89
252,4.373672005129562e-88
253,7.760060442732219e-90
254,5.152538397695763e-87
255,1.8593098979135793e-89
256,2.150859314921853e-86
257,3.07788075735032e-84
258,1.6156337126641796e-89
259,1.2273389594952989e-89
260,9.665489727327995e-86
261,8.539176784228065e-89
262,8.575038980799277e-88
263,2.6463383826955435e-88
264,6.239132147903497e-74
265,1.7100508576891102e-85
266,8.197750011558273e-91
267,1.652621212757384e-91
268,1.997491727566274e-90
269,2.343207940059378e-87
270,3.4305106799877765e-88
271,4.093495924373132e-89
272,4.782471564089963e-87
273,2.8664894423408304e-89
274,2.3278738541662727e-89
275,4.045924078222655e-85
276,8.630675707078141e-88
277,1.3785383207800694e-80
278,3.7449435032024206e-85
279,6.299184636314202e-89
280,2.9109720044998115e-90
281,1.827436194866067e-89
282,9.598007288480541e-87
283,1.5099599138104876e-87
284,3.939260815509301e-88
285,1.6115664420098651e-90
286,6.15433575303139e-88
287,8.680337239523536e-89
288,2.2066963929642856e-88
289,9.608313039310164e-84
290,1.6157246010588817e-88
291,6.976216203852047e-87
292,2.3617885857849316e-88
293,3.391212830018416e-89
294,1.9879403831989112e-88
295,6.749338883778505e-86
296,2.826870369364379e-82
297,2.2949811507321733e-88
298,1.0815644659470378e-89
299,1.2281799573525927e-86
300,2.776755619348925e-79
301,1.4789092501417062e-87
302,3.649752997277215e-88
303,4.0629016329894796e-84
304,1.4904280002091196e-88
305,8.435737946021467e-86
306,4.328239152395002e-86
307,6.308445793560096e-87
308,4.6620267965222293e-88
309,1.1366795979484912e-89
310,1.6979415865923475e-82
311,3.217068943412647e-88
312,1.249169218138981e-58
313,1.8037860956388955e-90
314,3.897613877082654e-88
315,4.733840362369319e-88
316,6.2222730825707364e-90
317,5.598795048711344e-90
318,2.8242746323889817e-89
319,9.658733754118493e-90
320,1.7341731196847802e-86
321,1.868609414389978e-89
322,5.916861597984785e-88
323,4.267877905177084e-88
324,2.9494555291003878e-86
325,2.336714183287634e-87
326,1.737665936090541e-89
327,1.5021795519723683e-89
328,1.0625411773997606e-85
329,9.111979097960193e-86
330,8.488466408543878e-89
331,6.815597111270953e-90
332,1.8728935059564465e-88
333,9.249511540691231e-88
334,3.254646401800608e-89
335,2.1317028475997705e-87
336,7.422950532493993e-86
337,1.467352172374092e-88
338,2.097125538245294e-85
339,5.510190052080456e-86
340,1.014164396251868e-86
341,1.6225965925108003e-82
342,1.3702950803567946e-88
343,1.708664349189868e-89
344,1.8235793307483393e-86
345,1.703091411622119e-89
346,5.7483633010884045e-87
347,3.308437381608976e-85
348,3.5182102573992536e-88
349,4.291445878331122e-85
350,6.08143362609509e-88
351,6.205315832139092e-87
352,6.61528294886877e-90
353,7.052415197896241e-87
354,2.7976215676644195e-86
355,8.843786001659971e-88
356,1.9008239862122988e-85
357,1.7599860205728467e-80
358,3.686694152574814e-87
359,8.303979421503515e-85
360,3.078945468374872e-69
361,8.824007349220645e-89
362,1.2029443204558694e-87
363,2.2258017498121595e-89
364,1.9078349524373814e-85
365,2.4531778718600165e-87
366,1.2828540604289549e-88
367,4.233800800470109e-87
368,3.785198298061031e-87
369,3.891487938757245e-84
370,5.798513808463288e-89
371,4.616071297450618e-89
372,2.6624642357657475e-88
373,2.1362666478989308e-89
374,7.1349862984030336e-87
375,1.0908527495813263e-87
376,6.773324161445629e-89
377,2.241077679954076e-90
378,7.349248438249262e-88
379,3.221951409203255e-88
380,2.5865809047757824e-88
381,8.745662648023468e-91
382,1.8221848525041445e-90
383,4.637265848854585e-90
384,1.6199607818409805e-83
385,1.0630774827596508e-86
386,9.69933792426623e-85
387,5.2338433375739735e-89
388,2.0669524550096176e-84
389,4.028381776227775e-90
390,6.628763555794575e-88
391,4.8057129114245034e-86
392,9.23180543453081e-82
393,3.751934877370147e-87
394,5.645052941501058e-90
395,9.773960063347518e-90
396,5.042483739962325e-88
397,9.60456617050359e-89
398,2.3772312973312177e-85
399,7.650251014106306e-90
400,5.930244305122782e-77
401,1.4293363692639162e-85
402,8.392382666906153e-88
403,2.6447371156529174e-87
404,4.469197300742969e-90
405,6.212252236908793e-82
406,3.21410748363309e-88
407,3.1186465763409124e-88
408,2.2755748634228768e-85
409,5.136698801280985e-88
410,3.7564385787355885e-87
411,3.9409198514797084e-88
412,5.555742762008108e-85
413,8.403613271537599e-88
414,4.3808330550943147e-91
415,1.2439731814202816e-89
416,1.349999352535057e-88
417,9.871083284733192e-89
418,3.3528143930413954e-89
419,2.2450572198702086e-85
420,3.835549917190484e-90
421,2.6007265082506145e-86
422,1.1876281313051308e-90
423,9.62911844156737e-89
424,3.061823648518831e-82
425,5.71798997597996e-88
426,2.7268080778456955e-88
427,3.177785981730205e-89
428,2.7353965896717875e-88
429,6.746859761548489e-87
430,1.5315180467028732e-87
431,1.1774553928277562e-86
432,4.0725147754179764e-88
433,3.32409538452343e-86
434,4.459232988330919e-89
435,2.1564858511845646e-86
436,1.1821852263211838e-89
437,3.8696167986861857e-84
438,6.244585349461232e-88
439,3.5939028131428145e-86
440,5.172541049741687e-88
441,1.2599298451511014e-86
442,1.0451556342688957e-88
443,5.992878310389886e-82
444,2.057076413657514e-88
445,3.525927301112731e-86
446,3.1137546956310887e-87
447,1.631777961014605e-88
448,1.1445820043406e-86
449,5.005583722130659e-90
450,6.019613757538932e-89
451,3.718992772206446e-91
452,3.630781518988894e-83
453,1.4424652980884902e-88
454,7.747275491428236e-89
455,1.2325167404437195e-88
456,3.4721933490797807e-88
457,1.4271900143261483e-80
458,9.041729351583626e-88
459,4.185489234438305e-89
460,1.6237089796681306e-89
461,2.030604101838168e-83
462,2.3864108892880754e-89
463,8.609083135079258e-89
464,1.172739293539577e-84
465,1.7569458184390503e-87
466,6.30202579322961e-86
467,2.1837707594578717e-89
468,1.6182950956950069e-88
469,1.259309563735615e-88
470,3.4565932866047155e-88
471,1.583379182104244e-89
472,9.716235151603465e-84
473,5.976345318723425e-90
474,1.1935353593613169e-86
475,7.355042925727175e-88
476,1.769195688854456e-86
477,2.93102888325748e-89
478,2.638102367188915e-82
479,3.1916908425668972e-84
480,9.662629642382537e-86
481,2.6250856643277252e-89
482,5.565597838308339e-86
483,1.3892636072548954e-88
484,9.861957923603813e-87
485,8.908873808706994e-88
486,1.0637644496446063e-88
487,1.9713063643135765e-87
488,1.2113126153512541e-89
489,4.154095961141662e-90
490,5.0901847578132e-85
491,3.53157419758046e-89
492,3.9639572971321354e-84
493,1.4629950705042674e-89
494,1.4591111602955186e-87
495,6.87771541157765e-89
496,3.227438401955891e-87
497,1.2799647788731946e-87
498,2.0721920414140476e-88
499,2.9242749424938424e-89
